tel_nev;megy_nev;oevk_nev;oevkcenter;oevk_num;oevk_str;shape_leng;shape_area
Siklósnagyfalu;Baranya megye;Baranya megye 3. számú egyéni választókerület;Mohács;3;3;373572.03;1725421545.77
Somberek;Baranya megye;Baranya megye 3. számú egyéni választókerület;Mohács;3;3;373572.03;1725421545.77
Szajk;Baranya megye;Baranya megye 3. számú egyéni választókerület;Mohács;3;3;373572.03;1725421545.77
Szalatnak;Baranya megye;Baranya megye 3. számú egyéni választókerület;Mohács;3;3;373572.03;1725421545.77
Szárász;Baranya megye;Baranya megye 3. számú egyéni választókerület;Mohács;3;3;373572.03;1725421545.77
Szászvár;Baranya megye;Baranya megye 3. számú egyéni választókerület;Mohács;3;3;373572.03;1725421545.77
Szebény;Baranya megye;Baranya megye 3. számú egyéni választókerület;Mohács;3;3;373572.03;1725421545.77
Szederkény;Baranya megye;Baranya megye 3. számú egyéni választókerület;Mohács;3;3;373572.03;1725421545.77
Székelyszabar;Baranya megye;Baranya megye 3. számú egyéni választókerület;Mohács;3;3;373572.03;1725421545.77
Szellő;Baranya megye;Baranya megye 3. számú egyéni választókerület;Mohács;3;3;373572.03;1725421545.77
Szőkéd;Baranya megye;Baranya megye 3. számú egyéni választókerület;Mohács;3;3;373572.03;1725421545.77
Szűr;Baranya megye;Baranya megye 3. számú egyéni választókerület;Mohács;3;3;373572.03;1725421545.77
Tófű;Baranya megye;Baranya megye 3. számú egyéni választókerület;Mohács;3;3;373572.03;1725421545.77
Töttös;Baranya megye;Baranya megye 3. számú egyéni választókerület;Mohács;3;3;373572.03;1725421545.77
Udvar;Baranya megye;Baranya megye 3. számú egyéni választókerület;Mohács;3;3;373572.03;1725421545.77
Újpetre;Baranya megye;Baranya megye 3. számú egyéni választókerület;Mohács;3;3;373572.03;1725421545.77
Vékény;Baranya megye;Baranya megye 3. számú egyéni választókerület;Mohács;3;3;373572.03;1725421545.77
Véménd;Baranya megye;Baranya megye 3. számú egyéni választókerület;Mohács;3;3;373572.03;1725421545.77
Versend;Baranya megye;Baranya megye 3. számú egyéni választókerület;Mohács;3;3;373572.03;1725421545.77
Villány;Baranya megye;Baranya megye 3. számú egyéni választókerület;Mohács;3;3;373572.03;1725421545.77
Villánykövesd;Baranya megye;Baranya megye 3. számú egyéni választókerület;Mohács;3;3;373572.03;1725421545.77
Vokány;Baranya megye;Baranya megye 3. számú egyéni választókerület;Mohács;3;3;373572.03;1725421545.77
Zengővárkony;Baranya megye;Baranya megye 3. számú egyéni választókerület;Mohács;3;3;373572.03;1725421545.77
Abaliget;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Adorjás;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Almamellék;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Almáskeresztúr;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Alsószentmárton;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Aranyosgadány;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Áta;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Babarcszőlős;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Bakóca;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Bakonya;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Baksa;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Bánfa;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Baranyahídvég;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Baranyajenő;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Baranyaszentgyörgy;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Basal;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Besence;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Bicsérd;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Bisse;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Boda;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Bodolyabér;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Bogádmindszent;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Bogdása;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Boldogasszonyfa;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Bosta;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Botykapeterd;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Bükkösd;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Bürüs;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Csányoszró;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Csarnóta;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Csebény;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Cserdi;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Csertő;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Csonkamindszent;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Cún;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Dencsháza;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Dinnyeberki;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Diósviszló;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Drávacsehi;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Drávacsepely;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Drávafok;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Drávaiványi;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Drávakeresztúr;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Drávapalkonya;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Drávapiski;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Drávaszabolcs;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Drávaszerdahely;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Drávasztára;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Endrőc;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Felsőegerszeg;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Felsőszentmárton;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Garé;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Gerde;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Gerényes;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Gilvánfa;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Gordisa;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Gödre;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Görcsöny;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Gyöngyfa;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Gyöngyösmellék;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Harkány;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Hegyszentmárton;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Helesfa;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Hetvehely;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Hirics;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Hobol;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Horváthertelend;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Husztót;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Ibafa;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Ipacsfa;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Kacsóta;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Kákics;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Katádfa;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Kémes;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Kemse;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Kétújfalu;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Királyegyháza;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Kisasszonyfa;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Kisbeszterce;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Kisdér;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Kisdobsza;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Kishajmás;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Kisszentmárton;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Kistamási;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Kistótfalu;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Kisvaszar;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Kórós;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Kovácshida;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Kovácsszénája;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Kővágótöttös;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Liget;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Lúzsok;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Magyarhertelend;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Magyarlukafa;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Magyarmecske;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Magyarszék;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Magyartelek;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Márfa;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Markóc;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Marócsa;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Matty;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Mecsekpölöske;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Merenye;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Meződ;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Mindszentgodisa;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Molvány;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Mozsgó;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Nagycsány;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Nagydobsza;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Nagypeterd;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Nagyváty;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Nemeske;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Nyugotszenterzsébet;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Ócsárd;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Okorág;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Okorvölgy;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Oroszló;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Ózdfalu;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Palé;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Páprád;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Patapoklosi;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Pécsbagota;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Pellérd;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Pettend;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Piskó;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Rádfalva;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Regenye;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Rózsafa;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Sámod;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Sásd;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Sellye;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
Siklós;Baranya megye;Baranya megye 4. számú egyéni választókerület;Szigetvár;4;4;345095.83;2252765413.9
